root_nosl,level,deployed_decomp,flag
kamarado,6.33,kamarad/o,
karaktero,6.33,karakter/o,
kavo,6.33,kav/o,
klera,6.33,kler/a,
komuniki,6.33,komunik/i,
koncerni,6.33,koncern/i,
kongreso,6.33,kongres/o,
konsideri,6.33,konsider/i,
konsoli,6.33,konsol/i,
konstati,6.33,konstat/i,
kruda,6.33,krud/a,
kudri,6.33,kudr/i,
kurso,6.33,kurs/o,
kvalito,6.33,kvalit/o,
kvanto,6.33,kvant/o,
lano,6.33,lan/o,
laŭdi,6.33,laŭd/i,
laŭta,6.33,laŭt/a,
litro,6.33,litr/o,
lui,6.33,lu/i,
lukso,6.33,luks/o,
magazeno,6.33,magazen/o,
malgraŭ,6.33,malgraŭ,
mantelo,6.33,mantel/o,
membro,6.33,membr/o,
metio,6.33,meti/o,
metro,6.33,metr/o,
milda,6.33,mild/a,
mizero,6.33,mizer/o,
modo,6.33,mod/o,
moro,6.33,mor/o,
murmuri,6.33,murmur/i,
muta,6.33,mut/a,
nebulo,6.33,nebul/o,
nesto,6.33,nest/o,
nuda,6.33,nud/a,
nutri,6.33,nutr/i,
odori,6.33,odor/i,
oportuna,6.33,oportun/a,
oranĝo,6.33,oranĝ/o,
organo,6.33,organ/o,
origino,6.33,origin/o,
ornami,6.33,ornam/i,
pala,6.33,pal/a,
placo,6.33,plac/o,
plano,6.33,plan/o,
politiko,6.33,politik/o,
potenco,6.33,potenc/o,
prezidi,6.33,prezid/i,
privata,6.33,privat/a,
protesti,6.33,protest/i,
prudenta,6.33,prudent/a,
radiko,6.33,radik/o,
rajdi,6.33,rajd/i,
relo,6.33,rel/o,
reprezenti,6.33,re/prezent/i,
restoracio,6.33,restoraci/o,
ringo,6.33,ring/o,
rizo,6.33,riz/o,
ruza,6.33,ruz/a,
sablo,6.33,sabl/o,
sceno,6.33,scen/o,
sekundo,6.33,sekund/o,
severa,6.33,sever/a,
signifi,6.33,signif/i,
sincera,6.33,sincer/a,
societo,6.33,societ/o,
socio,6.33,soci/o,
solvi,6.33,solv/i,
sonĝi,6.33,sonĝ/i,
spaco,6.33,spac/o,
stomako,6.33,stomak/o,
stulta,6.33,stult/a,
suko,6.33,suk/o,
supozi,6.33,supoz/i,
surprizi,6.33,surpriz/i,
tabelo,6.33,tabel/o,
taksi,6.33,taks/i,
tasko,6.33,task/o,
temo,6.33,tem/o,
titolo,6.33,titol/o,
toleri,6.33,toler/i,
tombo,6.33,tomb/o,
tondro,6.33,tondr/o,
traduki,6.33,traduk/i,
turo,6.33,tur/o,
urĝi,6.33,urĝ/i,
valizo,6.33,valiz/o,
vana,6.33,van/a,
ventro,6.33,ventr/o,
verŝi,6.33,verŝ/i,
zono,6.33,zon/o,
ĉapo,6.33,ĉap/o,
ĉarma,6.33,ĉarm/a,
ĉokolado,6.33,ĉokolad/o,
ĝui,6.33,ĝu/i,
ŝpari,6.33,ŝpar/i,
ŝtopi,6.33,ŝtop/i,
ŝuldi,6.33,ŝuld/i,
ŝultro,6.33,ŝultr/o,
ŝveli,6.33,ŝvel/i,
ŝvito,6.33,ŝvit/o,
aboni,6.83,abon/i,
admiri,6.83,admir/i,
asocio,6.83,asoci/o,
bazo,6.83,baz/o,
biblioteko,6.83,bibliotek/o,
biciklo,6.83,bicikl/o,
boato,6.83,boat/o,
butiko,6.83,butik/o,
cedi,6.83,ced/i,
cerbo,6.83,cerb/o,
distingi,6.83,disting/i,
ekonomio,6.83,ekonomi/o,
ekstrema,6.83,ekstrem/a,
ekvilibro,6.83,ekvilibr/o,
escepti,6.83,escept/i,
esenco,6.83,esenc/o,
fabriko,6.83,fabrik/o,
fervora,6.83,fervor/a,
fleksi,6.83,fleks/i,
funkcio,6.83,funkci/o,
gratuli,6.83,gratul/i,
hospitalo,6.83,hospital/o,
idealo,6.83,ideal/o,
influi,6.83,influ/i,
ju,6.83,ju,
kaso,6.83,kas/o,
kontroli,6.83,kontrol/i,
kritiki,6.83,kritik/i,
literaturo,6.83,literatur/o,
mapo,6.83,map/o,
metodo,6.83,metod/o,
moderna,6.83,modern/a,
modesta,6.83,modest/a,
motoro,6.83,motor/o,
nenies,6.83,nenies,
neniom,6.83,neniom,
normala,6.83,normal/a,
oferi,6.83,ofer/i,
oficiala,6.83,oficial/a,
originalo,6.83,original/o,
parko,6.83,park/o,
pejzaĝo,6.83,pejzaĝ/o,
penetri,6.83,penetr/i,
perfekta,6.83,perfekt/a,
poemo,6.83,poem/o,
problemo,6.83,problem/o,
profesio,6.83,profesi/o,
profito,6.83,profit/o,
rabi,6.83,rab/i,
raporti,6.83,raport/i,
reciproka,6.83,reciprok/a,
revi,6.83,rev/i,
revuo,6.83,revu/o,
salono,6.83,salon/o,
sistemo,6.83,sistem/o,
sovaĝa,6.83,sovaĝ/a,
sporto,6.83,sport/o,
studento,6.83,student/o,
teatro,6.83,teatr/o,
temperaturo,6.83,temperatur/o,
tipo,6.83,tip/o,
tono,6.83,ton/o,
tordi,6.83,tord/i,
trakti,6.83,trakt/i,
treni,6.83,tren/i,
varii,6.83,vari/i,
varo,6.83,var/o,
ĵurnalo,6.83,ĵurnal/o,
ŝovi,6.83,ŝov/i,
ŝuti,6.83,ŝut/i,
azeno,6.9,azen/o,
greno,6.9,gren/o,
korbo,6.9,korb/o,
abio,7,abi/o,
acida,7,acid/a,
aglo,7,agl/o,
agordo,7,agord/o,
boto,7,bot/o,
burĝo,7,burĝ/o,
daŭrigi,7,daŭr/ig/i,
domaĝi,7,domaĝ/i,
faldo,7,fald/o,
fojno,7,fojn/o,
fotografi,7,fot/o/graf/i,
gluo,7,glu/o,
klingo,7,kling/o,
masoni,7,mason/i,
pajlo,7,pajl/o,
pipo,7,pip/o,
proksimuma,7,proksim/um/a,
registro,7,registr/o,
scivola,7,sci/vol/a,
solido,7,solid/o,
sonoro,7,sonor/o,
streko,7,strek/o,
telegrafo,7,tele/graf/o,
terpomo,7,ter/pom/o,
ve!,7,ve!,
absoluta,7.33,absolut/a,
afriko,7.33,afrik/o,
aktiva,7.33,aktiv/a,
aktoro,7.33,aktor/o,
ameriko,7.33,amerik/o,
azio,7.33,azi/o,
aŭtoro,7.33,aŭtor/o,
bendo,7.33,bend/o,
bloko,7.33,blok/o,
deci,7.33,dec/i,
disponi,7.33,dispon/i,
dokumento,7.33,dokument/o,
elemento,7.33,element/o,
eŭropo,7.33,eŭrop/o,
familiara,7.33,familiar/a,
fantazio,7.33,fantazi/o,
frazo,7.33,fraz/o,
fuŝi,7.33,fuŝ/i,
gumo,7.33,gum/o,
klasika,7.33,klasik/a,
klopodi,7.33,klopod/i,
klubo,7.33,klub/o,
kompanio,7.33,kompani/o,
konversacii,7.33,konversaci/i,
korekti,7.33,korekt/i,
mencii,7.33,menci/i,
ministro,7.33,ministr/o,
muzeo,7.33,muze/o,
neniel,7.33,neniel,
po,7.33,po,
prelegi,7.33,preleg/i,
procento,7.33,procent/o,
prononci,7.33,prononc/i,
proponi,7.33,propon/i,
rabato,7.33,rabat/o,
redakti,7.33,redakt/i,
rolo,7.33,rol/o,
romano,7.33,roman/o,
situacio,7.33,situaci/o,
televidi,7.33,televid/i,
ties,7.33,ties,
trafiko,7.33,trafik/o,
trudi,7.33,trud/i,
universala,7.33,universal/a,
universitato,7.33,universitat/o,
ĉies,7.33,ĉies,
ĉiom,7.33,ĉiom,
avara,7.4,avar/a,
balai,7.4,bala/i,
barbo,7.4,barb/o,
beko,7.4,bek/o,
broso,7.4,bros/o,
flegi,7.4,fleg/i,
forno,7.4,forn/o,
fosi,7.4,fos/i,
fromaĝo,7.4,fromaĝ/o,
frunto,7.4,frunt/o,
gliti,7.4,glit/i,
kameno,7.4,kamen/o,
kapro,7.4,kapr/o,
karbo,7.4,karb/o,
kelo,7.4,kel/o,
kombi,7.4,komb/i,
konfesi,7.4,konfes/i,
korno,7.4,korn/o,
kravato,7.4,kravat/o,
krimo,7.4,krim/o,
kuvo,7.4,kuv/o,
muŝo,7.4,muŝ/o,
pinglo,7.4,pingl/o,
plata,7.4,plat/a,
plugi,7.4,plug/i,
polvo,7.4,polv/o,
poto,7.4,pot/o,
rando,7.4,rand/o,
regno,7.4,regn/o,
serpento,7.4,serpent/o,
skrapi,7.4,skrap/i,
sorto,7.4,sort/o,
spegulo,7.4,spegul/o,
spico,7.4,spic/o,
surda,7.4,surd/a,
tualeto,7.4,tualet/o,
tusi,7.4,tus/i,
ungo,7.4,ung/o,
vosto,7.4,vost/o,
ŝerci,7.4,ŝerc/i,
ŝnuro,7.4,ŝnur/o,
ŝoveli,7.4,ŝovel/i,
abunda,7.9,abund/a,
alumeto,7.9,alumet/o,
aventuro,7.9,aventur/o,
aŭtomato,7.9,aŭtomat/o,
balono,7.9,balon/o,
bero,7.9,ber/o,
bieno,7.9,bien/o,
blonda,7.9,blond/a,
brasiko,7.9,brasik/o,
breto,7.9,bret/o,
briko,7.9,brik/o,
bulo,7.9,bul/o,
cigaredo,7.9,cigared/o,
ciklo,7.9,cikl/o,
citrono,7.9,citron/o,
deklivo,7.9,dekliv/o,
dezerto,7.9,dezert/o,
direktoro,7.9,direktor/o,
distanco,7.9,distanc/o,
distri,7.9,distr/i,
diveni,7.9,diven/i,
drato,7.9,drat/o,
droni,7.9,dron/i,
eksciti,7.9,ekscit/i,
enui,7.9,enu/i,
fajfi,7.9,fajf/i,
farmi,7.9,farm/i,
faruno,7.9,farun/o,
fasko,7.9,fask/o,
floso,7.9,flos/o,
forĝi,7.9,forĝ/i,
frandi,7.9,frand/i,
freneza,7.9,frenez/a,
frosto,7.9,frost/o,
froti,7.9,frot/i,
globo,7.9,glob/o,
gorĝo,7.9,gorĝ/o,
gracia,7.9,graci/a,
grimpi,7.9,grimp/i,
grundo,7.9,grund/o,
haki,7.9,hak/i,
hirundo,7.9,hirund/o,
instinkto,7.9,instinkt/o,
kadro,7.9,kadr/o,
karoto,7.9,karot/o,
kaserolo,7.9,kaserol/o,
kataro,7.9,katar/o,
kaŭĉuko,7.9,kaŭĉuk/o,
kelnero,7.9,kelner/o,
komitato,7.9,komitat/o,
kotono,7.9,koton/o,
kremo,7.9,krem/o,
krevi,7.9,krev/i,
kroĉi,7.9,kroĉ/i,
kurbo,7.9,kurb/o,
kurioza,7.9,kurioz/a,
kvadrato,7.9,kvadrat/o,
lama,7.9,lam/a,
larmo,7.9,larm/o,
ledo,7.9,led/o,
leono,7.9,leon/o,
leporo,7.9,lepor/o,
logi,7.9,log/i,
majstro,7.9,majstr/o,
makulo,7.9,makul/o,
maniko,7.9,manik/o,
martelo,7.9,martel/o,
materialo,7.9,material/o,
matraco,7.9,matrac/o,
mentono,7.9,menton/o,
mordi,7.9,mord/i,
mueli,7.9,muel/i,
najlo,7.9,najl/o,
oferti,7.9,ofert/i,
partio,7.9,parti/o,
pasporto,7.9,pasport/o,
pastro,7.9,pastr/o,
peki,7.9,pek/i,
persekuti,7.9,persekut/i,
pesi,7.9,pes/i,
petoli,7.9,petol/i,
pino,7.9,pin/o,
pizo,7.9,piz/o,
plado,7.9,plad/o,
poeto,7.9,poet/o,
protekti,7.9,protekt/i,
pugno,7.9,pugn/o,
